customer_id,tier_2016,tier_2017,tier_2018,tier_2019,tier_2020,tier_2021,tier_2022,tier_2023,tier_2024,gender,age_2016,age_2017,age_2018,age_2019,age_2020,age_2021,age_2022,age_2023,age_2024,th,ch
SYNTH_00249,1,0,0,1,0,0,0,0,0,M,67,68,69,70,71,72,73,74,75,100100000,100100000
SYNTH_00250,0,0,1,1,1,0,0,0,1,M,14,15,16,17,18,19,20,21,22,001110001,001110001
SYNTH_00251,0,0,0,0,0,0,1,0,0,F,33,34,35,36,37,38,39,40,41,000000100,000000100
SYNTH_00252,1,0,0,0,0,0,0,0,0,M,36,37,38,39,40,41,42,43,44,100000000,100000000
SYNTH_00253,1,1,0,0,0,0,0,0,0,F,36,37,38,39,40,41,42,43,44,110000000,110000000
SYNTH_00254,1,0,1,1,1,0,0,0,0,F,57,58,59,60,61,62,63,64,65,101110000,101110000
SYNTH_00255,0,0,0,0,0,0,0,0,0,M,53,54,55,56,57,58,59,60,61,000000000,000000000
SYNTH_00256,0,0,0,0,0,0,0,0,0,UNKNOWN,24,25,26,27,28,29,30,31,32,000000000,000000000
SYNTH_00257,1,1,0,0,0,0,0,0,0,F,47,48,49,50,51,52,53,54,55,110000000,110000000
SYNTH_00258,1,1,0,0,1,0,1,0,0,M,69,70,71,72,73,74,75,76,77,110010100,110010100
SYNTH_00259,0,0,1,0,0,0,0,0,0,M,37,38,39,40,41,42,43,44,45,001000000,001000000
SYNTH_00260,1,0,0,0,0,0,0,0,0,F,66,67,68,69,70,71,72,73,74,100000000,100000000
SYNTH_00261,0,0,0,0,0,1,0,0,1,F,50,51,52,53,54,55,56,57,58,000001001,000001001
SYNTH_00262,2,1,1,0,2,1,0,0,0,M,66,67,68,69,70,71,72,73,74,111011000,111011000
SYNTH_00263,1,1,1,0,1,0,0,0,0,M,65,66,67,68,69,70,71,72,73,111010000,111010000
SYNTH_00264,0,0,0,0,0,0,1,0,0,F,12,13,14,15,16,17,18,19,20,000000100,000000100
SYNTH_00265,1,1,1,0,0,0,0,0,0,M,59,60,61,62,63,64,65,66,67,111000000,111000000
SYNTH_00266,1,1,1,1,2,0,2,0,0,F,23,24,25,26,27,28,29,30,31,111110100,111110100
SYNTH_00267,0,1,1,0,1,1,0,0,0,M,60,61,62,63,64,65,66,67,68,011011000,011011000
SYNTH_00268,1,0,0,0,0,0,0,0,0,F,59,60,61,62,63,64,65,66,67,100000000,100000000
SYNTH_00269,1,0,0,0,1,2,1,0,1,F,27,28,29,30,31,32,33,34,35,100011101,100011101
SYNTH_00270,1,1,1,0,0,0,0,0,0,F,15,16,17,18,19,20,21,22,23,111000000,111000000
SYNTH_00271,1,0,0,0,0,0,0,0,0,F,36,37,38,39,40,41,42,43,44,100000000,100000000
SYNTH_00272,0,1,0,0,0,0,0,0,0,F,29,30,31,32,33,34,35,36,37,010000000,010000000
SYNTH_00273,0,0,0,0,1,0,0,0,0,F,44,45,46,47,48,49,50,51,52,000010000,000010000
SYNTH_00274,0,0,2,1,2,1,2,1,0,F,16,17,18,19,20,21,22,23,24,001111110,001111110
SYNTH_00275,1,0,0,0,0,0,0,0,0,M,14,15,16,17,18,19,20,21,22,100000000,100000000
SYNTH_00276,1,0,0,1,1,1,1,0,0,F,37,38,39,40,41,42,43,44,45,100111100,100111100
SYNTH_00277,1,1,0,1,0,0,0,0,0,M,57,58,59,60,61,62,63,64,65,110100000,110100000
SYNTH_00278,0,0,0,0,0,1,1,1,0,F,30,31,32,33,34,35,36,37,38,000001110,000001110
SYNTH_00279,0,0,0,0,0,1,2,0,0,F,31,32,33,34,35,36,37,38,39,000001100,000001100
SYNTH_00280,1,1,1,1,1,0,0,1,1,UNKNOWN,21,22,23,24,25,26,27,28,29,111110011,111110011
SYNTH_00281,0,0,1,1,1,0,1,1,1,M,28,29,30,31,32,33,34,35,36,001110111,001110111
SYNTH_00282,1,0,0,0,0,0,0,0,0,M,29,30,31,32,33,34,35,36,37,100000000,100000000
SYNTH_00283,2,1,0,0,0,0,0,0,0,F,27,28,29,30,31,32,33,34,35,110000000,110000000
SYNTH_00284,0,0,1,1,0,0,0,0,0,M,32,33,34,35,36,37,38,39,40,001100000,001100000
SYNTH_00285,1,1,1,0,1,1,0,0,0,M,28,29,30,31,32,33,34,35,36,111011000,111011000
SYNTH_00286,0,0,0,0,0,0,0,0,0,F,52,53,54,55,56,57,58,59,60,000000000,000000000
SYNTH_00287,0,0,1,0,0,0,0,0,0,F,31,32,33,34,35,36,37,38,39,001000000,001000000
SYNTH_00288,1,1,1,1,1,0,0,0,0,M,56,57,58,59,60,61,62,63,64,111110000,111110000
SYNTH_00289,1,1,1,1,1,0,0,0,0,M,47,48,49,50,51,52,53,54,55,111110000,111110000
SYNTH_00290,0,0,0,0,0,0,0,0,0,F,49,50,51,52,53,54,55,56,57,000000000,000000000
SYNTH_00291,1,1,0,1,0,0,1,1,1,F,46,47,48,49,50,51,52,53,54,110100111,110100111
SYNTH_00292,0,0,0,0,0,0,1,0,0,F,66,67,68,69,70,71,72,73,74,000000100,000000100
SYNTH_00293,1,1,1,1,1,0,1,1,1,M,27,28,29,30,31,32,33,34,35,111110111,111110111
SYNTH_00294,0,0,0,0,0,1,2,1,0,M,69,70,71,72,73,74,75,76,77,000001110,000001110
SYNTH_00295,0,0,0,0,0,0,0,0,0,M,24,25,26,27,28,29,30,31,32,000000000,000000000
SYNTH_00296,0,0,0,0,0,0,0,0,1,F,20,21,22,23,24,25,26,27,28,000000001,000000001
SYNTH_00297,0,0,0,0,1,0,0,0,0,M,60,61,62,63,64,65,66,67,68,000010000,000010000
SYNTH_00298,0,0,0,0,0,0,0,0,0,M,64,65,66,67,68,69,70,71,72,000000000,000000000
SYNTH_00299,0,0,0,0,0,0,0,0,0,F,17,18,19,20,21,22,23,24,25,000000000,000000000
SYNTH_00300,0,0,0,1,0,0,0,0,0,F,47,48,49,50,51,52,53,54,55,000100000,000100000
SYNTH_00301,0,1,0,1,0,0,0,0,0,F,42,43,44,45,46,47,48,49,50,010100000,010100000
SYNTH_00302,0,1,1,0,1,0,1,1,0,M,24,25,26,27,28,29,30,31,32,011010110,011010110
SYNTH_00303,0,1,0,0,0,0,0,0,0,M,42,43,44,45,46,47,48,49,50,010000000,010000000
SYNTH_00304,0,0,0,0,0,1,0,0,0,UNKNOWN,52,53,54,55,56,57,58,59,60,000001000,000001000
SYNTH_00305,2,0,0,0,0,2,1,1,0,M,45,46,47,48,49,50,51,52,53,100001110,100001110
SYNTH_00306,1,1,0,0,0,0,0,0,0,M,42,43,44,45,46,47,48,49,50,110000000,110000000
SYNTH_00307,0,0,1,1,1,1,0,1,0,M,64,65,66,67,68,69,70,71,72,001111010,001111010
SYNTH_00308,1,0,0,0,0,0,0,0,0,F,25,26,27,28,29,30,31,32,33,100000000,100000000
SYNTH_00309,1,0,1,1,0,0,0,0,0,F,48,49,50,51,52,53,54,55,56,101100000,101100000
SYNTH_00310,1,0,0,0,0,0,0,0,0,F,30,31,32,33,34,35,36,37,38,100000000,100000000
SYNTH_00311,1,0,0,0,0,0,0,0,0,M,69,70,71,72,73,74,75,76,77,100000000,100000000
SYNTH_00312,1,1,0,0,0,0,0,0,0,M,26,27,28,29,30,31,32,33,34,110000000,110000000
SYNTH_00313,1,0,1,0,0,0,0,0,0,M,63,64,65,66,67,68,69,70,71,101000000,101000000
SYNTH_00314,1,1,0,0,0,0,0,0,0,UNKNOWN,49,50,51,52,53,54,55,56,57,110000000,110000000
SYNTH_00315,1,0,1,1,1,0,0,0,0,M,24,25,26,27,28,29,30,31,32,101110000,101110000
SYNTH_00316,1,0,1,0,0,0,0,0,0,M,56,57,58,59,60,61,62,63,64,101000000,101000000
SYNTH_00317,0,0,1,0,0,0,0,0,0,F,26,27,28,29,30,31,32,33,34,001000000,001000000
SYNTH_00318,0,1,1,0,0,0,1,1,0,M,27,28,29,30,31,32,33,34,35,011000110,011000110
SYNTH_00319,0,0,0,0,0,0,0,1,1,F,32,33,34,35,36,37,38,39,40,000000011,000000011
SYNTH_00320,0,0,0,0,0,0,1,0,1,M,52,53,54,55,56,57,58,59,60,000000101,000000101
SYNTH_00321,1,0,1,0,0,0,1,0,0,M,35,36,37,38,39,40,41,42,43,101000100,101000100
SYNTH_00322,1,0,1,1,0,1,0,0,1,M,45,46,47,48,49,50,51,52,53,101101001,101101001
SYNTH_00323,0,1,2,1,1,0,1,1,1,M,44,45,46,47,48,49,50,51,52,011110111,011110111
SYNTH_00324,0,0,0,0,1,1,0,0,0,M,23,24,25,26,27,28,29,30,31,000011000,000011000
SYNTH_00325,0,0,1,1,1,1,0,0,0,F,25,26,27,28,29,30,31,32,33,001111000,001111000
SYNTH_00326,0,0,0,0,1,1,1,0,0,M,30,31,32,33,34,35,36,37,38,000011100,000011100
SYNTH_00327,1,1,1,0,0,0,0,0,0,M,25,26,27,28,29,30,31,32,33,111000000,111000000
SYNTH_00328,0,1,1,1,0,0,0,0,0,F,66,67,68,69,70,71,72,73,74,011100000,011100000
SYNTH_00329,0,1,0,1,0,0,0,0,0,M,34,35,36,37,38,39,40,41,42,010100000,010100000
SYNTH_00330,0,0,0,1,1,0,1,1,1,F,35,36,37,38,39,40,41,42,43,000110111,000110111
SYNTH_00331,0,1,0,1,0,1,0,1,1,M,51,52,53,54,55,56,57,58,59,010101011,010101011
SYNTH_00332,0,0,0,1,1,0,0,0,0,F,58,59,60,61,62,63,64,65,66,000110000,000110000
SYNTH_00333,0,0,0,0,0,0,0,0,0,M,52,53,54,55,56,57,58,59,60,000000000,000000000
SYNTH_00334,1,1,0,0,0,0,0,0,0,M,44,45,46,47,48,49,50,51,52,110000000,110000000
SYNTH_00335,0,0,0,0,0,0,0,0,0,F,69,70,71,72,73,74,75,76,77,000000000,000000000
SYNTH_00336,1,0,0,1,0,0,0,0,0,UNKNOWN,65,66,67,68,69,70,71,72,73,100100000,100100000
SYNTH_00337,0,0,0,1,0,0,0,0,0,UNKNOWN,23,24,25,26,27,28,29,30,31,000100000,000100000
SYNTH_00338,1,0,0,0,0,0,0,0,0,F,21,22,23,24,25,26,27,28,29,100000000,100000000
SYNTH_00339,0,0,0,0,0,0,1,0,0,M,35,36,37,38,39,40,41,42,43,000000100,000000100
SYNTH_00340,0,1,0,0,0,0,0,0,0,M,61,62,63,64,65,66,67,68,69,010000000,010000000
SYNTH_00341,0,0,0,0,0,0,0,1,0,M,68,69,70,71,72,73,74,75,76,000000010,000000010
SYNTH_00342,0,0,0,0,0,0,0,0,0,F,53,54,55,56,57,58,59,60,61,000000000,000000000
SYNTH_00343,0,1,0,0,0,0,0,0,0,M,52,53,54,55,56,57,58,59,60,010000000,010000000
SYNTH_00344,0,0,0,0,0,0,0,0,0,F,25,26,27,28,29,30,31,32,33,000000000,000000000
SYNTH_00345,0,0,0,0,0,1,1,0,1,M,46,47,48,49,50,51,52,53,54,000001101,000001101
SYNTH_00346,0,0,0,0,0,0,0,0,0,F,22,23,24,25,26,27,28,29,30,000000000,000000000
SYNTH_00347,1,1,0,0,0,0,0,0,0,F,43,44,45,46,47,48,49,50,51,110000000,110000000
SYNTH_00348,0,1,1,0,0,0,0,0,0,M,23,24,25,26,27,28,29,30,31,011000000,011000000
SYNTH_00349,0,1,1,0,0,0,0,0,0,M,16,17,18,19,20,21,22,23,24,011000000,011000000
SYNTH_00350,0,1,0,1,1,1,1,1,0,M,69,70,71,72,73,74,75,76,77,010111110,010111110
SYNTH_00351,1,1,1,1,0,0,0,0,0,F,64,65,66,67,68,69,70,71,72,111100000,111100000
SYNTH_00352,0,1,1,0,1,0,1,0,0,M,52,53,54,55,56,57,58,59,60,011010100,011010100
SYNTH_00353,0,1,1,0,0,0,1,1,1,M,48,49,50,51,52,53,54,55,56,011000111,011000111
SYNTH_00354,1,0,0,1,1,0,0,0,0,M,26,27,28,29,30,31,32,33,34,100110000,100110000
SYNTH_00355,1,0,1,1,0,0,0,0,0,F,45,46,47,48,49,50,51,52,53,101100000,101100000
SYNTH_00356,0,0,0,0,0,0,0,0,0,M,56,57,58,59,60,61,62,63,64,000000000,000000000
SYNTH_00357,0,0,0,0,0,0,0,0,0,M,43,44,45,46,47,48,49,50,51,000000000,000000000
SYNTH_00358,1,0,1,0,1,0,0,0,0,F,28,29,30,31,32,33,34,35,36,101010000,101010000
SYNTH_00359,0,0,1,0,1,0,0,0,0,M,35,36,37,38,39,40,41,42,43,001010000,001010000
SYNTH_00360,0,0,0,0,0,0,1,0,0,F,61,62,63,64,65,66,67,68,69,000000100,000000100
SYNTH_00361,1,1,0,0,1,1,1,0,0,M,27,28,29,30,31,32,33,34,35,110011100,110011100
SYNTH_00362,0,1,0,0,0,0,0,0,0,M,68,69,70,71,72,73,74,75,76,010000000,010000000
SYNTH_00363,1,0,0,0,0,0,0,0,0,F,56,57,58,59,60,61,62,63,64,100000000,100000000
SYNTH_00364,0,0,0,0,1,0,0,0,0,F,64,65,66,67,68,69,70,71,72,000010000,000010000
SYNTH_00365,0,0,0,0,0,0,0,0,0,F,42,43,44,45,46,47,48,49,50,000000000,000000000
SYNTH_00366,0,0,0,1,1,0,1,1,1,M,25,26,27,28,29,30,31,32,33,000110111,000110111
SYNTH_00367,0,0,1,0,0,0,0,0,0,M,14,15,16,17,18,19,20,21,22,001000000,001000000
SYNTH_00368,0,0,0,1,1,0,1,1,1,M,43,44,45,46,47,48,49,50,51,000110111,000110111
SYNTH_00369,0,0,0,0,0,0,0,1,1,M,35,36,37,38,39,40,41,42,43,000000011,000000011
SYNTH_00370,0,0,0,0,1,0,1,1,1,M,18,19,20,21,22,23,24,25,26,000010111,000010111
SYNTH_00371,1,1,2,1,1,0,0,0,0,M,66,67,68,69,70,71,72,73,74,111110000,111110000
SYNTH_00372,1,0,0,0,0,0,0,0,0,M,69,70,71,72,73,74,75,76,77,100000000,100000000
SYNTH_00373,0,1,1,0,1,0,1,0,0,M,34,35,36,37,38,39,40,41,42,011010100,011010100
SYNTH_00374,1,1,1,0,0,0,0,0,0,M,51,52,53,54,55,56,57,58,59,111000000,111000000
SYNTH_00375,1,0,1,1,1,1,1,1,1,M,36,37,38,39,40,41,42,43,44,101111111,101111111
SYNTH_00376,0,0,0,0,0,0,0,1,0,F,41,42,43,44,45,46,47,48,49,000000010,000000010
SYNTH_00377,1,0,1,1,1,0,0,0,0,F,48,49,50,51,52,53,54,55,56,101110000,101110000
SYNTH_00378,1,0,1,0,0,0,0,0,0,M,36,37,38,39,40,41,42,43,44,101000000,101000000
SYNTH_00379,0,0,0,1,1,1,0,0,0,UNKNOWN,59,60,61,62,63,64,65,66,67,000111000,000111000
SYNTH_00380,0,0,0,0,0,0,0,0,0,F,23,24,25,26,27,28,29,30,31,000000000,000000000
SYNTH_00381,0,0,0,0,0,0,1,0,0,M,51,52,53,54,55,56,57,58,59,000000100,000000100
SYNTH_00382,0,0,0,0,0,0,1,0,0,M,70,71,72,73,74,75,76,77,78,000000100,000000100
SYNTH_00383,1,0,0,0,0,0,0,0,0,M,62,63,64,65,66,67,68,69,70,100000000,100000000
SYNTH_00384,1,1,0,0,0,0,0,0,0,M,14,15,16,17,18,19,20,21,22,110000000,110000000
SYNTH_00385,0,0,0,0,0,0,0,0,1,F,18,19,20,21,22,23,24,25,26,000000001,000000001
SYNTH_00386,0,0,0,0,0,0,0,0,0,F,49,50,51,52,53,54,55,56,57,000000000,000000000
SYNTH_00387,0,0,0,0,0,0,0,2,1,M,66,67,68,69,70,71,72,73,74,000000011,000000011
SYNTH_00388,1,0,0,0,0,0,0,0,0,F,61,62,63,64,65,66,67,68,69,100000000,100000000
SYNTH_00389,0,0,0,0,0,1,1,0,1,M,65,66,67,68,69,70,71,72,73,000001101,000001101
SYNTH_00390,0,1,1,1,1,1,1,1,0,F,20,21,22,23,24,25,26,27,28,011111110,011111110
SYNTH_00391,1,1,0,0,0,0,0,0,0,F,42,43,44,45,46,47,48,49,50,110000000,110000000
SYNTH_00392,0,1,0,0,0,1,1,0,1,M,54,55,56,57,58,59,60,61,62,010001101,010001101
SYNTH_00393,0,0,1,0,0,0,0,0,0,M,48,49,50,51,52,53,54,55,56,001000000,001000000
SYNTH_00394,0,1,1,0,0,1,0,0,0,F,57,58,59,60,61,62,63,64,65,011001000,011001000
SYNTH_00395,0,0,0,0,0,0,0,0,0,F,24,25,26,27,28,29,30,31,32,000000000,000000000
SYNTH_00396,0,0,0,0,0,1,0,1,1,M,38,39,40,41,42,43,44,45,46,000001011,000001011
SYNTH_00397,0,0,0,0,0,0,0,0,0,M,38,39,40,41,42,43,44,45,46,000000000,000000000
SYNTH_00398,1,0,0,0,0,0,0,0,0,M,67,68,69,70,71,72,73,74,75,100000000,100000000
SYNTH_00399,0,1,1,0,0,0,0,0,0,F,23,24,25,26,27,28,29,30,31,011000000,011000000
SYNTH_00400,0,0,1,1,1,0,0,0,0,F,31,32,33,34,35,36,37,38,39,001110000,001110000
SYNTH_00401,0,0,0,0,0,0,0,0,0,F,13,14,15,16,17,18,19,20,21,000000000,000000000
SYNTH_00402,0,0,0,0,0,0,1,1,1,UNKNOWN,20,21,22,23,24,25,26,27,28,000000111,000000111
SYNTH_00403,1,1,0,0,0,0,0,0,0,F,69,70,71,72,73,74,75,76,77,110000000,110000000
SYNTH_00404,0,0,0,0,0,0,0,0,1,F,62,63,64,65,66,67,68,69,70,000000001,000000001
SYNTH_00405,0,0,0,0,0,1,1,1,0,M,27,28,29,30,31,32,33,34,35,000001110,000001110
SYNTH_00406,0,1,0,0,0,0,0,0,0,F,53,54,55,56,57,58,59,60,61,010000000,010000000
SYNTH_00407,0,0,0,0,0,1,1,1,0,M,46,47,48,49,50,51,52,53,54,000001110,000001110
SYNTH_00408,1,0,0,1,0,0,0,0,0,M,65,66,67,68,69,70,71,72,73,100100000,100100000
SYNTH_00409,0,0,0,0,0,0,0,0,0,F,29,30,31,32,33,34,35,36,37,000000000,000000000
SYNTH_00410,0,0,0,1,0,0,2,0,0,F,70,71,72,73,74,75,76,77,78,000100100,000100100
SYNTH_00411,0,0,1,0,1,1,0,0,0,F,33,34,35,36,37,38,39,40,41,001011000,001011000
SYNTH_00412,0,1,0,0,0,0,0,0,0,M,54,55,56,57,58,59,60,61,62,010000000,010000000
SYNTH_00413,0,0,0,0,0,1,0,0,0,M,35,36,37,38,39,40,41,42,43,000001000,000001000
SYNTH_00414,0,0,0,0,0,0,0,0,0,M,51,52,53,54,55,56,57,58,59,000000000,000000000
SYNTH_00415,0,1,1,0,0,0,0,0,0,M,31,32,33,34,35,36,37,38,39,011000000,011000000
SYNTH_00416,0,1,1,0,1,1,1,1,1,M,61,62,63,64,65,66,67,68,69,011011111,011011111
SYNTH_00417,0,0,0,0,1,0,0,0,0,UNKNOWN,49,50,51,52,53,54,55,56,57,000010000,000010000
SYNTH_00418,0,1,1,1,0,0,1,0,1,UNKNOWN,29,30,31,32,33,34,35,36,37,011100101,011100101
SYNTH_00419,0,0,0,0,0,0,1,0,0,F,68,69,70,71,72,73,74,75,76,000000100,000000100
SYNTH_00420,0,0,1,1,0,0,0,0,0,M,53,54,55,56,57,58,59,60,61,001100000,001100000
SYNTH_00421,1,0,1,1,1,0,1,0,0,M,37,38,39,40,41,42,43,44,45,101110100,101110100
SYNTH_00422,0,1,0,1,1,0,0,0,0,F,20,21,22,23,24,25,26,27,28,010110000,010110000
SYNTH_00423,1,1,1,0,0,0,0,0,0,M,69,70,71,72,73,74,75,76,77,111000000,111000000
SYNTH_00424,0,0,0,0,1,1,0,0,2,F,56,57,58,59,60,61,62,63,64,000011001,000011001
SYNTH_00425,0,0,0,0,0,0,0,1,0,F,51,52,53,54,55,56,57,58,59,000000010,000000010
SYNTH_00426,0,1,1,0,2,1,0,0,0,M,61,62,63,64,65,66,67,68,69,011011000,011011000
SYNTH_00427,0,0,0,0,1,1,1,0,0,F,47,48,49,50,51,52,53,54,55,000011100,000011100
SYNTH_00428,1,1,0,0,0,0,0,0,0,F,25,26,27,28,29,30,31,32,33,110000000,110000000
SYNTH_00429,0,0,0,0,0,0,1,0,0,UNKNOWN,25,26,27,28,29,30,31,32,33,000000100,000000100
SYNTH_00430,0,0,0,0,0,0,0,0,0,F,16,17,18,19,20,21,22,23,24,000000000,000000000
SYNTH_00431,0,0,0,1,1,0,0,0,0,F,15,16,17,18,19,20,21,22,23,000110000,000110000
SYNTH_00432,0,0,0,0,2,0,2,1,0,F,54,55,56,57,58,59,60,61,62,000010110,000010110
SYNTH_00433,0,0,0,0,1,1,0,1,0,M,62,63,64,65,66,67,68,69,70,000011010,000011010
SYNTH_00434,1,1,0,1,1,0,1,0,0,F,21,22,23,24,25,26,27,28,29,110110100,110110100
SYNTH_00435,1,0,0,0,0,0,0,0,0,F,45,46,47,48,49,50,51,52,53,100000000,100000000
SYNTH_00436,1,1,1,1,0,0,0,0,0,F,19,20,21,22,23,24,25,26,27,111100000,111100000
SYNTH_00437,1,1,1,0,1,0,1,0,0,F,36,37,38,39,40,41,42,43,44,111010100,111010100
SYNTH_00438,0,0,0,0,0,1,1,1,0,M,58,59,60,61,62,63,64,65,66,000001110,000001110
SYNTH_00439,0,0,1,1,0,0,0,0,0,F,59,60,61,62,63,64,65,66,67,001100000,001100000
SYNTH_00440,0,0,0,0,0,1,1,1,1,F,67,68,69,70,71,72,73,74,75,000001111,000001111
SYNTH_00441,1,0,0,0,0,0,0,0,0,M,30,31,32,33,34,35,36,37,38,100000000,100000000
SYNTH_00442,0,0,0,0,0,0,1,1,1,M,67,68,69,70,71,72,73,74,75,000000111,000000111
SYNTH_00443,1,0,1,0,0,0,0,0,0,M,58,59,60,61,62,63,64,65,66,101000000,101000000
SYNTH_00444,1,0,0,0,0,0,0,0,0,M,31,32,33,34,35,36,37,38,39,100000000,100000000
SYNTH_00445,0,0,1,0,0,0,0,0,0,F,31,32,33,34,35,36,37,38,39,001000000,001000000
SYNTH_00446,0,0,0,0,0,0,0,0,1,M,18,19,20,21,22,23,24,25,26,000000001,000000001
SYNTH_00447,0,1,1,0,0,1,0,0,0,M,66,67,68,69,70,71,72,73,74,011001000,011001000
SYNTH_00448,0,0,0,0,0,0,0,0,0,F,23,24,25,26,27,28,29,30,31,000000000,000000000
SYNTH_00449,0,1,0,0,0,0,0,0,0,UNKNOWN,27,28,29,30,31,32,33,34,35,010000000,010000000
SYNTH_00450,0,1,0,0,0,0,0,0,0,F,36,37,38,39,40,41,42,43,44,010000000,010000000
SYNTH_00451,0,0,0,0,0,1,0,0,0,F,20,21,22,23,24,25,26,27,28,000001000,000001000
SYNTH_00452,0,0,1,0,1,0,0,0,0,F,59,60,61,62,63,64,65,66,67,001010000,001010000
SYNTH_00453,1,1,0,1,0,0,1,1,0,F,53,54,55,56,57,58,59,60,61,110100110,110100110
SYNTH_00454,0,1,0,0,0,0,0,0,0,F,21,22,23,24,25,26,27,28,29,010000000,010000000
SYNTH_00455,1,0,0,0,0,0,0,0,0,M,21,22,23,24,25,26,27,28,29,100000000,100000000
SYNTH_00456,0,0,0,0,0,0,0,0,1,F,13,14,15,16,17,18,19,20,21,000000001,000000001
SYNTH_00457,1,1,0,0,0,0,0,0,0,M,68,69,70,71,72,73,74,75,76,110000000,110000000
SYNTH_00458,0,0,0,1,1,1,1,1,0,M,37,38,39,40,41,42,43,44,45,000111110,000111110
SYNTH_00459,0,1,0,1,0,0,0,0,0,M,50,51,52,53,54,55,56,57,58,010100000,010100000
SYNTH_00460,0,0,1,0,0,0,0,0,0,F,20,21,22,23,24,25,26,27,28,001000000,001000000
SYNTH_00461,1,1,0,0,0,0,0,0,0,F,25,26,27,28,29,30,31,32,33,110000000,110000000
SYNTH_00462,0,0,0,0,0,0,0,1,1,M,43,44,45,46,47,48,49,50,51,000000011,000000011
SYNTH_00463,1,1,0,0,0,0,0,0,0,F,24,25,26,27,28,29,30,31,32,110000000,110000000
SYNTH_00464,0,0,1,0,0,0,0,0,0,M,48,49,50,51,52,53,54,55,56,001000000,001000000
SYNTH_00465,0,0,0,1,0,0,0,0,0,F,66,67,68,69,70,71,72,73,74,000100000,000100000
SYNTH_00466,0,0,1,0,0,1,0,0,0,F,30,31,32,33,34,35,36,37,38,001001000,001001000
SYNTH_00467,0,0,0,0,0,0,0,1,0,F,47,48,49,50,51,52,53,54,55,000000010,000000010
SYNTH_00468,0,0,0,0,0,0,0,0,0,F,66,67,68,69,70,71,72,73,74,000000000,000000000
SYNTH_00469,0,1,1,1,1,0,0,0,0,M,64,65,66,67,68,69,70,71,72,011110000,011110000
SYNTH_00470,1,0,1,0,1,1,1,1,1,M,12,13,14,15,16,17,18,19,20,101011111,101011111
SYNTH_00471,1,1,1,1,0,1,1,0,1,F,18,19,20,21,22,23,24,25,26,111101101,111101101
SYNTH_00472,1,0,0,0,0,0,0,0,0,F,70,71,72,73,74,75,76,77,78,100000000,100000000
SYNTH_00473,1,0,0,0,0,0,0,0,0,M,66,67,68,69,70,71,72,73,74,100000000,100000000
SYNTH_00474,1,2,1,2,1,1,1,1,0,M,30,31,32,33,34,35,36,37,38,111111110,111111110
SYNTH_00475,1,0,2,2,1,1,0,2,1,M,42,43,44,45,46,47,48,49,50,101111011,101111011
SYNTH_00476,1,0,1,1,1,1,0,0,0,M,45,46,47,48,49,50,51,52,53,101111000,101111000
SYNTH_00477,0,0,1,1,1,0,0,0,0,M,51,52,53,54,55,56,57,58,59,001110000,001110000
SYNTH_00478,0,1,0,0,0,0,0,0,0,M,56,57,58,59,60,61,62,63,64,010000000,010000000
SYNTH_00479,0,0,0,0,0,0,0,0,0,F,33,34,35,36,37,38,39,40,41,000000000,000000000
SYNTH_00480,0,1,1,0,0,0,0,0,0,M,64,65,66,67,68,69,70,71,72,011000000,011000000
SYNTH_00481,0,1,0,0,0,0,0,0,0,M,15,16,17,18,19,20,21,22,23,010000000,010000000
SYNTH_00482,0,1,0,0,1,1,0,1,0,M,13,14,15,16,17,18,19,20,21,010011010,010011010
SYNTH_00483,0,0,1,0,0,0,0,0,0,M,68,69,70,71,72,73,74,75,76,001000000,001000000
SYNTH_00484,1,0,1,0,0,1,0,0,0,F,22,23,24,25,26,27,28,29,30,101001000,101001000
SYNTH_00485,1,0,0,0,0,0,0,0,0,M,70,71,72,73,74,75,76,77,78,100000000,100000000
SYNTH_00486,0,1,0,0,0,0,0,0,0,F,28,29,30,31,32,33,34,35,36,010000000,010000000
SYNTH_00487,0,1,0,0,0,1,1,0,1,F,33,34,35,36,37,38,39,40,41,010001101,010001101
SYNTH_00488,0,2,1,1,1,1,0,0,0,M,13,14,15,16,17,18,19,20,21,011111000,011111000
SYNTH_00489,0,0,0,0,0,0,0,0,0,F,67,68,69,70,71,72,73,74,75,000000000,000000000
SYNTH_00490,0,0,0,0,0,0,0,0,0,F,33,34,35,36,37,38,39,40,41,000000000,000000000
SYNTH_00491,0,0,1,1,1,0,0,1,1,M,21,22,23,24,25,26,27,28,29,001110011,001110011
SYNTH_00492,0,0,1,0,1,0,1,1,1,M,40,41,42,43,44,45,46,47,48,001010111,001010111
SYNTH_00493,1,1,0,0,0,0,0,0,0,F,21,22,23,24,25,26,27,28,29,110000000,110000000
SYNTH_00494,0,0,0,0,1,0,0,0,0,F,58,59,60,61,62,63,64,65,66,000010000,000010000
SYNTH_00495,1,1,2,1,1,0,1,1,2,M,16,17,18,19,20,21,22,23,24,111110111,111110111
SYNTH_00496,1,0,0,0,0,0,0,0,0,F,41,42,43,44,45,46,47,48,49,100000000,100000000
SYNTH_00497,0,0,1,1,0,1,0,1,0,M,35,36,37,38,39,40,41,42,43,001101010,001101010
SYNTH_00498,1,1,0,0,0,0,0,0,0,F,14,15,16,17,18,19,20,21,22,110000000,110000000
SYNTH_00499,1,1,0,1,1,0,0,1,1,M,15,16,17,18,19,20,21,22,23,110110011,110110011
